iter	R2	RMSE
885	0.7644569724	0.2792129147
886	0.7645272325	0.2791712684
887	0.7646784301	0.2790816257
888	0.7648988832	0.278950871
889	0.7649479134	0.2789217819
890	0.7650284775	0.2788739776
891	0.7651035747	0.2788294098
892	0.7652263293	0.2787565435
893	0.7653154314	0.2787036412
894	0.7654323095	0.2786342323
895	0.7655125415	0.2785865759
896	0.7655753848	0.2785492424
897	0.7656343549	0.2785142053
898	0.7658164617	0.2784059787
899	0.7658357526	0.2783945116
900	0.7661289451	0.2782201709
901	0.7662690283	0.2781368347
902	0.7663559124	0.2780851344
903	0.7664349818	0.278038076
904	0.7665027067	0.2779977629
905	0.766511666	0.2779924294
906	0.7666172052	0.2779295946
907	0.7668007496	0.2778202839
908	0.7669092308	0.2777556572
909	0.7669629278	0.2777236622
910	0.7670236853	0.2776874557
911	0.7670842274	0.2776513729
912	0.7671103197	0.2776358206
913	0.7673357016	0.2775014452
914	0.7675124116	0.2773960432
915	0.7677130823	0.2772763007
916	0.7678211839	0.2772117739
917	0.7678886027	0.2771715233
918	0.7681071994	0.277040976
919	0.7681602089	0.2770093091
920	0.7682615537	0.2769487576
921	0.7683116982	0.2769187923
922	0.7683363155	0.2769040803
923	0.7685437883	0.276780058
924	0.76865719	0.2767122457
925	0.768828301	0.2766098927
926	0.7689761298	0.2765214358
927	0.7690288236	0.2764898984
928	0.7690543853	0.2764745983
929	0.7691001277	0.2764472169
930	0.7691750384	0.2764023694
931	0.7691795117	0.2763996912
932	0.7692966002	0.2763295775
933	0.7694331067	0.2762478137
934	0.7695070768	0.2762034974
935	0.7697398098	0.2760640184
936	0.7698247742	0.2760130808
937	0.769876493	0.2759820699
938	0.7700935813	0.2758518646
939	0.770125899	0.2758324758
940	0.7703293731	0.2757103716
941	0.7704202275	0.2756558327
942	0.7704574575	0.2756334808
943	0.7705064079	0.2756040895
944	0.7705246722	0.2755931223
945	0.7705929045	0.2755521468
946	0.7707200864	0.275475754
947	0.7708206491	0.2754153352
948	0.7709498094	0.2753377153
949	0.7710495695	0.2752777487
950	0.7710796531	0.2752596627
951	0.7712931182	0.2751312949
952	0.7713129177	0.2751193853
953	0.7713364937	0.2751052035
954	0.7713495032	0.2750973775
955	0.7714126907	0.2750593634
956	0.7715257567	0.2749913287
957	0.7717475736	0.2748578071
958	0.7717667318	0.2748462718
959	0.7718789448	0.2747786981
960	0.7720216724	0.2746927248
961	0.772138317	0.2746224429
962	0.7723042339	0.2745224419
963	0.7723124088	0.2745175137
964	0.7724123251	0.2744572738
965	0.7724830138	0.2744146473
966	0.7725184827	0.2743932565
967	0.7725348274	0.2743833986
968	0.7727348994	0.2742627021
969	0.7727600882	0.2742475028
970	0.7729879159	0.2741099899
971	0.7730003765	0.2741024669
972	0.7733766539	0.2738751948
973	0.773603942	0.2737378211
974	0.7736212097	0.2737273816
975	0.7737529859	0.273647701
976	0.7740239033	0.2734838135
977	0.7740526254	0.2734664327
978	0.7741553566	0.2734042573
979	0.7741880706	0.273384455
980	0.7744465812	0.2732279243
981	0.7744953562	0.2731983805
982	0.7746094135	0.2731292817
983	0.7746499145	0.273104741
984	0.7749573216	0.272918402
985	0.7749792229	0.2729051214
986	0.7750496542	0.2728624085
987	0.7750827218	0.2728423524
988	0.7751183812	0.2728207227
989	0.7752680695	0.2727299086
990	0.775378391	0.2726629585
991	0.7754495521	0.2726197647
992	0.7756043474	0.2725257824
993	0.775814249	0.272398291
994	0.7758888791	0.2723529474
995	0.7759279016	0.2723292352
996	0.7759658996	0.2723061435
997	0.7760581684	0.2722500629
998	0.7763325295	0.2720832389
999	0.7764698892	0.2719996795
1000	0.776595472	0.2719232619
1001	0.7766518361	0.2718889572
1002	0.7767576811	0.2718245253
1003	0.7768709045	0.271755585
1004	0.7768938437	0.2717416154
1005	0.7769430107	0.2717116713
1006	0.7770850457	0.2716251492
1007	0.7771828302	0.2715655667
1008	0.7772747271	0.2715095597
1009	0.7773283981	0.2714768444
1010	0.777348379	0.271464664
1011	0.7774592848	0.2713970454
1012	0.7776102717	0.2713049626
1013	0.7776944626	0.2712536033
1014	0.7779184405	0.2711169218
1015	0.777980218	0.2710792102
1016	0.7780838221	0.2710159541
1017	0.7781232199	0.2709918957
1018	0.7782270914	0.2709284559
1019	0.7782623705	0.2709069058
1020	0.7782931008	0.2708881328
1021	0.7783179604	0.2708729453
1022	0.7785028459	0.270759966
1023	0.7785198833	0.2707495525
1024	0.77853288	0.2707416085
1025	0.7786337506	0.2706799448
1026	0.7786956905	0.270642073
1027	0.7788986593	0.2705179351
1028	0.7789966646	0.2704579736
1029	0.7791632396	0.2703560294
1030	0.7792481161	0.27030407
1031	0.7793893838	0.2702175671
1032	0.7794540946	0.2701779333
1033	0.7795547268	0.270116287
1034	0.7796225127	0.270074754
1035	0.7796459749	0.270060377
1036	0.7796974431	0.2700288361
1037	0.7797866385	0.2699741664
1038	0.7799893359	0.2698498877
1039	0.7800886142	0.2697889969
1040	0.7801521979	0.2697499916
1041	0.7802930503	0.2696635658
1042	0.7805297373	0.2695182744
1043	0.7805465195	0.2695079696
1044	0.7806080902	0.2694701599
1045	0.7807641936	0.2693742751
1046	0.7807813583	0.2693637298
1047	0.7808512583	0.2693207818
1048	0.7810388455	0.2692054903
1049	0.7811661265	0.269127235
1050	0.7812374019	0.2690834033
1051	0.7813220916	0.2690313131
1052	0.7816058345	0.2688567173
1053	0.7817715586	0.2687546896
1054	0.7819190211	0.2686638721
1055	0.7820016387	0.2686129771
1056	0.7820735054	0.2685686971
1057	0.7822567368	0.2684557678
1058	0.7824038405	0.2683650704
1059	0.7824599714	0.2683304545
1060	0.7824870232	0.2683137702
1061	0.7825876027	0.2682517279
1062	0.7826122397	0.2682365284
1063	0.7826575052	0.2682086002
1064	0.782821353	0.2681074841
1065	0.7828811905	0.2680705468
1066	0.7829264603	0.2680425986
1067	0.7829907502	0.2680029031
1068	0.7831068718	0.2679311894
1069	0.7832552708	0.267839514
1070	0.7833005369	0.267811544
1071	0.7835816183	0.2676377982
1072	0.7837241242	0.2675496673
1073	0.7838835083	0.2674510641
1074	0.7839451305	0.2674129316
1075	0.7842392213	0.2672308703
1076	0.7843658893	0.2671524164
1077	0.7845753117	0.2670226566
1078	0.784599881	0.2670074291
1079	0.7847406681	0.2669201558
1080	0.7848426272	0.266856934
1081	0.7849277013	0.2668041707
1082	0.7849435541	0.2667943375
1083	0.7849860477	0.2667679779
1084	0.7851178557	0.2666861982
1085	0.7851576208	0.2666615212
1086	0.7852189833	0.266623437
1087	0.7852704788	0.2665914726
1088	0.7853348762	0.2665514942
1089	0.7854739345	0.2664651453
1090	0.7854905632	0.2664548177
1091	0.7857508773	0.2662930929
1092	0.7859037882	0.2661980484
1093	0.7859815972	0.2661496718
1094	0.7860088878	0.2661327022
1095	0.7861908598	0.2660195223
1096	0.7863700155	0.2659080469
1097	0.7865395482	0.2658025162
1098	0.7865570836	0.2657915984
1099	0.7866893681	0.2657092214
1100	0.7867655092	0.2656617948
1101	0.7868654777	0.2655995138
1102	0.7869298152	0.2655594234
1103	0.7869639289	0.2655381638
1104	0.787050453	0.2654842345
1105	0.7873041365	0.2653260537
1106	0.7873424555	0.2653021522
1107	0.7874690907	0.2652231482
1108	0.7875384331	0.2651798776
1109	0.7878488565	0.2649860822
1110	0.7879701587	0.2649103155
1111	0.7880629791	0.2648523242
1112	0.7881384499	0.264805163
1113	0.7882503014	0.2647352524
1114	0.7884374961	0.2646182085
1115	0.788469263	0.2645983411
1116	0.7885982198	0.2645176744
1117	0.7888959497	0.2643313407
1118	0.7890966407	0.2642056644
1119	0.7892164124	0.2641306327
1120	0.7892316787	0.2641210675
1121	0.7892565113	0.2641055078
1122	0.7894143708	0.2640065738
1123	0.7894405752	0.2639901473
1124	0.789530226	0.2639339413
1125	0.7896194817	0.263877971
1126	0.7898594535	0.2637274311
1127	0.790050937	0.2636072473
1128	0.7901128548	0.2635683731
1129	0.7901713868	0.2635316194
1130	0.7902369503	0.2634904444
1131	0.7902525058	0.2634806744
1132	0.7902890354	0.2634577294
1133	0.790425259	0.2633721474
1134	0.7904693839	0.2633444201
1135	0.7905336367	0.2633040396
1136	0.7905793025	0.2632753365
1137	0.7908429458	0.2631095634
1138	0.7911152577	0.2629382299
1139	0.7911720834	0.2629024622
1140	0.7912602322	0.2628469692
1141	0.7912833593	0.2628324079
1142	0.791467316	0.262716556
1143	0.7915442928	0.2626680625
1144	0.7916587319	0.2625959522
1145	0.7918419717	0.2624804479
1146	0.7919221925	0.2624298651
1147	0.7919680576	0.2624009408
1148	0.7921605395	0.2622795192
1149	0.7922128957	0.2622464821
1150	0.792436693	0.2621052177
1151	0.7926052483	0.2619987726
1152	0.7927319332	0.2619187407
1153	0.792800486	0.261875423
1154	0.7930904296	0.2616921319
1155	0.7931604331	0.2616478591
1156	0.7932654546	0.2615814256
1157	0.7933963857	0.2614985789
1158	0.793449006	0.2614652759
1159	0.7935782466	0.2613834627
1160	0.7938042594	0.2612403281
1161	0.7940033207	0.261114197
1162	0.7940913363	0.2610584083
1163	0.7941280088	0.2610351599
1164	0.7942177179	0.2609782804
1165	0.7942421889	0.2609627626
1166	0.7943529553	0.2608925106
1167	0.7944383693	0.2608383251
1168	0.7945537794	0.2607650925
1169	0.7946932891	0.2606765403
1170	0.7947312509	0.2606524393
1171	0.7947874942	0.2606167277
1172	0.7950192546	0.26046952
1173	0.795253173	0.2603208573
1174	0.7953395277	0.2602659546
1175	0.7954767716	0.2601786736
1176	0.7956581589	0.2600632746
1177	0.7957449961	0.2600080105
1178	0.7958355723	0.2599503542
1179	0.7959167681	0.2598986581
1180	0.7960372966	0.2598219007
1181	0.7960813878	0.259793816
1182	0.7962042014	0.2597155715
1183	0.7963289132	0.2596360935
1184	0.7964061815	0.2595868388
1185	0.796479098	0.2595403494
1186	0.7965116653	0.2595195829
1187	0.7966133074	0.25945476
1188	0.7966627019	0.2594232525
1189	0.7967216717	0.2593856321
1190	0.7967381807	0.259375099
1191	0.796755322	0.2593641621
1192	0.797071112	0.2591625912
1193	0.7971226272	0.2591296938
1194	0.7972901218	0.2590227036
1195	0.7973685728	0.2589725764
1196	0.7974629628	0.2589122519
1197	0.7975523558	0.258855108
1198	0.7976894348	0.2587674567
1199	0.7977702499	0.2587157678
1200	0.7979894619	0.2585755091
1201	0.7981341342	0.2584829015
1202	0.798187097	0.2584489907
1203	0.7982676914	0.2583973795
1204	0.7984058557	0.2583088775
1205	0.7986181679	0.2581728205
1206	0.7987557427	0.2580846196
1207	0.7988376174	0.2580321143
1208	0.7989113521	0.2579848201
1209	0.798948558	0.2579609525
1210	0.7991433281	0.2578359714
1211	0.7991716223	0.2578178104
1212	0.7993998401	0.257671279
1213	0.7994303225	0.2576517009
1214	0.7995236353	0.2575917591
1215	0.7996021276	0.2575413269
1216	0.799773183	0.2574313875
1217	0.7999078224	0.2573448201
1218	0.7999229799	0.2573350726
1219	0.7999260542	0.2573330956
1220	0.7999942428	0.25728924
1221	0.8002287663	0.2571383493
1222	0.8003535199	0.2570580475
1223	0.8004316378	0.2570077516
1224	0.8005268186	0.2569464566
1225	0.8005666296	0.2569208145
1226	0.8006289741	0.2568806535
1227	0.8007561351	0.2567987199
1228	0.8008483697	0.256739274
1229	0.8009404099	0.2566799396
1230	0.8010125604	0.2566334177
1231	0.8011879677	0.2565202816
1232	0.8012630803	0.2564718195
1233	0.8013013405	0.2564471307
1234	0.8014100564	0.2563769649
1235	0.8014665654	0.2563404861
1236	0.8016696812	0.2562093241
1237	0.8017851536	0.2561347278
1238	0.801856183	0.2560888313
1239	0.8019186452	0.2560484638
1240	0.8020695198	0.2559509317
1241	0.8021898805	0.2558730985
1242	0.8023286593	0.2557833256
1243	0.8023715056	0.2557556029
1244	0.8025008774	0.2556718777
1245	0.8026085026	0.2556022053
1246	0.8027418135	0.2555158786
1247	0.8028770323	0.2554282866
1248	0.8029272668	0.255395738
1249	0.8030938042	0.2552878034
1250	0.803131084	0.2552636358
1251	0.8031634839	0.2552426298
1252	0.8032351048	0.2551961892
1253	0.8033063683	0.2551499722
1254	0.8033981187	0.2550904561
1255	0.8035239845	0.2550087878
1256	0.8035816552	0.2549713593
1257	0.8037688219	0.2548498494
1258	0.8039353155	0.254741712
1259	0.8039766531	0.2547148561
1260	0.8041329824	0.2546132679
1261	0.8041939693	0.2545736255
1262	0.8044570655	0.2544025381
1263	0.8046640396	0.2542678652
1264	0.8047251754	0.254228072
1265	0.8048399499	0.2541533486
1266	0.8049074445	0.2541093963
1267	0.8050448704	0.2540198815
1268	0.8051291461	0.2539649713
1269	0.8051839465	0.2539292596
1270	0.8052721651	0.2538717597
1271	0.8054441916	0.2537595971
1272	0.8055660578	0.2536801095
1273	0.8056146309	0.2536484206
1274	0.8056795567	0.2536060571
1275	0.8057619032	0.2535523165
1276	0.8058594546	0.2534886383
1277	0.8059673874	0.2534181647
1278	0.8060596825	0.2533578861
1279	0.8061944005	0.253269875
1280	0.8063742475	0.2531523335
1281	0.8064930437	0.2530746626
1282	0.806573922	0.2530217695
1283	0.8066231522	0.2529895683
1284	0.8066871618	0.2529476939
1285	0.806775036	0.2528901961
1286	0.8068321816	0.2528527977
1287	0.8069692236	0.2527630891
1288	0.8070160365	0.2527324378
1289	0.8070427541	0.2527149425
1290	0.8070925148	0.2526823547
1291	0.8071384607	0.2526522616
1292	0.8072094868	0.2526057345
1293	0.8072526867	0.2525774313
1294	0.8073579746	0.2525084369
1295	0.80742896	0.2524619101
1296	0.8075339659	0.252393069
1297	0.807608344	0.2523442959
1298	0.8076494664	0.252317326
1299	0.8077065835	0.2522798613
1300	0.8078377867	0.2521937804
1301	0.8079431091	0.2521246583
1302	0.8079787046	0.2521012931
1303	0.808017051	0.2520761197
1304	0.8080979135	0.2520230274
1305	0.8081540942	0.2519861338
1306	0.8082638011	0.2519140745
1307	0.8083173743	0.2518788783
1308	0.8083870672	0.2518330845
1309	0.8084272926	0.2518066494
1310	0.8084785865	0.2517729363
1311	0.8085413017	0.2517317104
1312	0.8085537183	0.2517235475
1313	0.8086160995	0.2516825332
1314	0.8087613261	0.2515870237
1315	0.8088033249	0.2515593961
1316	0.8089826623	0.2514413904
1317	0.8090186509	0.2514177029
1318	0.8090382209	0.2514048211
1319	0.8090678668	0.2513853057
1320	0.8092549584	0.2512621111
1321	0.8093312043	0.251211888
1322	0.80936522	0.2511894786
1323	0.8094583159	0.2511281373
1324	0.8095299304	0.25108094
1325	0.8096899387	0.250975455
1326	0.8097335014	0.2509467287
1327	0.8099186684	0.2508245886
1328	0.8099857486	0.2507803264
1329	0.8101129525	0.2506963706
1330	0.810141646	0.2506774287
1331	0.8101995304	0.2506392123
1332	0.8102364279	0.2506148488
1333	0.8103506892	0.2505393867
1334	0.8104269725	0.250488994
1335	0.8107226237	0.2502935911
1336	0.8108661641	0.2501986667
1337	0.8108844404	0.2501865779
1338	0.8109524043	0.2501416181
1339	0.8109793855	0.2501237672
1340	0.8110437043	0.2500812082
1341	0.8110650095	0.2500671093
1342	0.8111713425	0.2499967302
1343	0.8112569883	0.2499400291
1344	0.8114177374	0.2498335716
1345	0.8114789121	0.2497930463
1346	0.8115006521	0.2497786429
1347	0.8115395284	0.2497528843
1348	0.8116347099	0.2496898078
1349	0.8118758048	0.2495299636
1350	0.8118951108	0.2495171594
1351	0.812035981	0.2494237112
1352	0.8121442168	0.2493518877
1353	0.8122003796	0.2493146109
1354	0.812429363	0.2491625703
1355	0.8125177958	0.2491038278
1356	0.8126619336	0.2490080529
1357	0.8127196547	0.2489696888
1358	0.8128535034	0.2488807039
1359	0.8129233161	0.2488342787
1360	0.8129662146	0.248805747
1361	0.8130041961	0.2487804828
1362	0.8131494205	0.2486838603
1363	0.8132360647	0.2486261952
1364	0.8133563009	0.2485461512
1365	0.8136547087	0.2483473827
1366	0.8136909057	0.2483232611
1367	0.8137022363	0.2483157099
1368	0.8137170993	0.2483058043
1369	0.8137477505	0.2482853752
1370	0.8138908637	0.2481899677
1371	0.8139321747	0.2481624205
1372	0.8140503231	0.2480836196
1373	0.8141721199	0.2480023591
1374	0.8142273547	0.2479654987
1375	0.8142707386	0.247936543
1376	0.8143261794	0.2478995353
1377	0.8143610911	0.2478762283
1378	0.814401629	0.2478491625
1379	0.8144478438	0.2478183028
1380	0.8145223374	0.2477685521
1381	0.814582797	0.2477281666
1382	0.8148011605	0.2475822504
1383	0.8149530953	0.2474806729
1384	0.814986569	0.2474582881
1385	0.8151501311	0.2473488806
1386	0.8152024914	0.2473138462
1387	0.8152943793	0.247252352
1388	0.815393277	0.2471861494
1389	0.8154295632	0.2471618548
1390	0.8155741358	0.2470650359
1391	0.8156401346	0.2470208245
1392	0.8157158547	0.2469700912
1393	0.8157990369	0.2469143462
1394	0.8158586532	0.2468743863
1395	0.8158920788	0.2468519787
1396	0.8159484781	0.2468141657
1397	0.8159898146	0.246786448
1398	0.8161502582	0.2466788345
1399	0.8162634349	0.2466028959
1400	0.8163650219	0.2465347137
1401	0.8163846988	0.246521505
1402	0.8164512441	0.2464768292
1403	0.8165542698	0.2464076459
1404	0.8166903855	0.2463162124
1405	0.8168003115	0.2462423466
1406	0.8168401642	0.2462155617
1407	0.8169573438	0.2461367889
1408	0.8169790412	0.2461222002
1409	0.8169868768	0.2461169316
1410	0.8170967452	0.2460430447
1411	0.8172028587	0.2459716619
1412	0.8173914178	0.2458447667
1413	0.8174137691	0.2458297206
1414	0.8174945662	0.2457753229
1415	0.817663036	0.2456618598
1416	0.8177365733	0.2456123165
1417	0.8178444371	0.2455396289
1418	0.8178992114	0.2455027091
1419	0.8179966526	0.2454370168
1420	0.8181035182	0.2453649504
1421	0.8181186374	0.2453547528
1422	0.8182299757	0.2452796446
1423	0.8183799133	0.2451784612
1424	0.8184394188	0.2451382931
1425	0.8185636353	0.2450544219
1426	0.8187464978	0.2449309005
1427	0.8189339611	0.2448042065
1428	0.8189797045	0.2447732817
1429	0.8190422132	0.2447310163
1430	0.8190920166	0.2446973364
1431	0.8192592958	0.2445841787
1432	0.8193328414	0.2445344115
1433	0.8193439385	0.2445269014
1434	0.8194058848	0.2444849741
1435	0.819546496	0.2443897772
1436	0.8196556995	0.2443158183
1437	0.8198270309	0.2441997379
1438	0.8200150326	0.2440722994
1439	0.8200534466	0.2440462519
1440	0.8200640648	0.2440390516
1441	0.8201111834	0.244007097
1442	0.8202614419	0.243905168
1443	0.8203291889	0.2438591973
1444	0.8203558553	0.2438411
1445	0.8204445726	0.2437808821
1446	0.8205546902	0.2437061178
1447	0.820618534	0.2436627606
1448	0.8206566906	0.2436368442
1449	0.820678506	0.2436220257
1450	0.8207118975	0.2435993421
1451	0.820785548	0.2435493024
1452	0.8208471843	0.2435074175
1453	0.8209251445	0.2434544294
1454	0.8209869504	0.2434124128
1455	0.8211863425	0.2432768136
1456	0.8212633158	0.2432244467
1457	0.8214042505	0.243128536
1458	0.8214643554	0.2430876211
1459	0.8215553638	0.2430256564
1460	0.8215720217	0.2430143128
1461	0.8216756861	0.2429437085
1462	0.8218741916	0.2428084518
1463	0.8220344322	0.242699213
1464	0.8220906698	0.2426608631
1465	0.8221477201	0.2426219529
1466	0.8221669012	0.2426088693
1467	0.8222343993	0.2425628228
1468	0.822450733	0.2424151832
1469	0.8225910322	0.2423193862
1470	0.8227429647	0.2422156032
1471	0.8229282073	0.2420890063
1472	0.8231189233	0.2419585996
1473	0.8231703618	0.2419234153
1474	0.8232801869	0.2418482769
1475	0.8233083796	0.2418289846
1476	0.8234286928	0.2417466373
1477	0.823522289	0.2416825568
1478	0.8235443692	0.2416674371
1479	0.8235687263	0.2416507572
1480	0.8236823447	0.2415729355
1481	0.8237162105	0.2415497346
1482	0.8237254964	0.2415433725
1483	0.8238573486	0.2414530192
1484	0.8239531509	0.2413873483
1485	0.8240142444	0.2413454604
1486	0.8240460392	0.2413236578
1487	0.8241117752	0.2412785746
1488	0.8241613495	0.2412445699
1489	0.8242592405	0.241177409
1490	0.8242797589	0.2411633294
1491	0.8243437409	0.24111942
1492	0.8244142551	0.2410710186
1493	0.824493693	0.2410164802
1494	0.8245155076	0.2410015011
1495	0.8246349974	0.2409194365
1496	0.8246625106	0.2409005367
1497	0.8246676079	0.240897035
1498	0.8248067643	0.2408014194
1499	0.8248972184	0.2407392473
